"locus_tag","confidence","p-value","PDB_ID","SCOP_ID"
"Rv3058c","CERT",6E-08,"2tct00","a.4.1.9"
"Rv3059","CERT",4E-09,"1dt6A0","a.104.1.1"
"Rv3060c","CERT",2E-06,"1e2xA0","a.4.5.6"
"Rv3061c","CERT",2E-07,"1ivhA2","NULL"
"Rv3062","CERT",3E-07,"1a0i00","b.40.4.6"
"Rv3063","MEDIUM",0.001,"1qfmA2","NULL"
"Rv3064c","LOW",0.052,"1qhoA4","NULL"
"Rv3065","LOW",0.068,"1jruA0","d.15.1.2"
"Rv3066","CERT",3E-07,"2tct00","a.4.1.9"
"Rv3067","LOW",0.026,"1dokA0","d.9.1.1"
"Rv3068c","CERT",2E-08,"1k2yX0","c.84.1.1"
"Rv3069","LOW",0.096,"1d5cA0","c.37.1.8"
"Rv3070","LOW",0.017,"1qd1A2","NULL"
"Rv3071","MEDIUM",0.007,"2tct00","a.4.1.9"
"Rv3072c","CERT",3E-05,"1ezwA0","c.1.16.3"
"Rv3073c","LOW",0.014,"1a0p02","NULL"
"Rv3074","GUESS",0.127,"1ak4C0","a.73.1.1"
"Rv3075c","CERT",9E-07,"1e0tA2","NULL"
"Rv3076","LOW",0.021,"1ebmA1","NULL"
"Rv3077","CERT",5E-08,"1fsu00","c.76.1.2"
"Rv3078","MEDIUM",0.005,"1ft9A2","NULL"
"Rv3079c","CERT",5E-08,"1lucA0","c.1.16.1"
"Rv3080c","CERT",5E-07,"1a6o00","None"
"Rv3081","HIGH",0.0005,"1bjwA0","c.67.1.1"
"Rv3082c","CERT",2E-05,"1d5yA0","a.4.1.8"
"Rv3083","HIGH",0.0002,"1fohA5","NULL"
"Rv3084","CERT",7E-08,"1qfmA2","NULL"
"Rv3085","CERT",4E-08,"1cydA0","c.2.1.2"
"Rv3086","CERT",5E-10,"2ohxA0","b.35.1.2"
"Rv3087","LOW",0.024,"1mpyA2","NULL"
"Rv3088","HIGH",0.0007,"1a5300","c.1.2.4"
"Rv3089","CERT",5E-10,"1amuA0","e.23.1.1"
"Rv3090","GUESS",0.135,"1qauA0","b.36.1.1"
"Rv3091","HIGH",0.0001,"1xel00","c.2.1.2"
"Rv3092c","MEDIUM",0.001,"1fwrA0","c.1.10.1"
"Rv3093c","CERT",7E-10,"1ezwA0","c.1.16.3"
"Rv3094c","CERT",4E-08,"1is2A0","a.29.3.2"
"Rv3095","CERT",6E-05,"1bi000","a.4.5.24"
"Rv3096","CERT",3E-07,"1cz1A0","c.1.8.3"
"Rv3097c","CERT",9E-07,"1qfmA2","NULL"
"Rv3098c","LOW",0.065,"1mla02","NULL"
"Rv3099c","GUESS",0.104,"1f0yA1","NULL"
"Rv3100c","LOW",0.014,"1e2xA0","a.4.5.6"
"Rv3101c","LOW",0.013,"1ja1A1","NULL"
"Rv3102c","CERT",8E-09,"1gajA0","c.37.1.12"
"Rv3103c","MEDIUM",0.005,"2mcm00","b.1.7.1"
"Rv3104c","MEDIUM",0.001,"1iqpA2","NULL"
"Rv3105c","HIGH",0.0009,"1f5sA0","c.108.1.4"
"Rv3106","CERT",6E-06,"1vdc00","c.3.1.5"
"Rv3107c","CERT",1E-08,"1f0xA0","d.58.32.2"
"Rv3108","GUESS",0.272,"1gd8A0","d.188.1.1"
"Rv3109","LOW",0.016,"1dxy02","NULL"
"Rv3110","LOW",0.033,"1jc4A0","d.32.1.4"
"Rv3111","HIGH",0.0002,"1fmaD0","d.15.3.1"
"Rv3113","CERT",1E-06,"1f5sA0","c.108.1.4"
"Rv3114","HIGH",0.0006,"1f0kA0","c.87.1.2"
"Rv3115","HIGH",0.0002,"2tct00","a.4.1.9"
"Rv3116","CERT",2E-06,"1jwbB0","c.111.1.1"
"Rv3117","CERT",2E-08,"1e0cA0","c.46.1.2"
"Rv3118","MEDIUM",0.005,"1cwvA1","NULL"
"Rv3119","CERT",1E-07,"1fmaE0","d.41.5.1"
"Rv3120","CERT",1E-07,"1dusA0","c.66.1.4"
"Rv3121","CERT",6E-09,"1dt6A0","a.104.1.1"
"Rv3122","LOW",0.028,"1qf6A1","NULL"
"Rv3123","LOW",0.027,"1fohA5","NULL"
"Rv3124","HIGH",0.0003,"1ihgA1","NULL"
"Rv3125c","LOW",0.058,"2mcm00","b.1.7.1"
"Rv3126c","GUESS",0.294,"1f2tB0","c.37.1.12"
"Rv3127","HIGH",0.0006,"1vfrA0","d.90.1.1"
"Rv3128c","MEDIUM",0.003,"1cxqA0","NULL"
"Rv3129","GUESS",0.171,"1mpyA2","NULL"
"Rv3130c","LOW",0.048,"1d0nA2","NULL"
"Rv3131","CERT",2E-05,"1vfrA0","d.90.1.1"
"Rv3132c","CERT",1E-07,"1gkxA0","a.29.5.1"
"Rv3133c","CERT",4E-09,"1a04A0","a.4.6.2"
"Rv3134c","CERT",4E-06,"1mjhA0","c.26.2.4"
"Rv3135","MEDIUM",0.003,"1fxlA2","NULL"
"Rv3136","LOW",0.052,"1f15B0","b.121.4.5"
"Rv3137","CERT",6E-09,"1imbA0","e.7.1.1"
"Rv3138","HIGH",0.0002,"7reqA2","NULL"
"Rv3139","CERT",1E-08,"1ivhA2","NULL"
"Rv3140","CERT",1E-08,"1ivhA2","NULL"
"Rv3141","CERT",1E-09,"2ohxA0","b.35.1.2"
"Rv3142c","LOW",0.022,"1ggwA0","a.39.1.5"
"Rv3143","CERT",1E-06,"1a04A2","NULL"
"Rv3144c","MEDIUM",0.001,"1al300","c.94.1.1"
"Rv3145","GUESS",0.112,"1qfhA1","NULL"
"Rv3146","MEDIUM",0.004,"1a5t00","a.80.1.1"
"Rv3147","MEDIUM",0.009,"1fp2A2","NULL"
"Rv3148","MEDIUM",0.009,"1fts02","NULL"
"Rv3149","HIGH",0.0002,"1f37A0","c.47.1.11"
"Rv3150","MEDIUM",0.008,"1gpjA0","a.151.1.1"
"Rv3151","CERT",2E-09,"2napA2","NULL"
"Rv3152","MEDIUM",0.009,"1ezwA0","c.1.16.3"
"Rv3153","HIGH",0.0008,"1fumB1","NULL"
"Rv3154","LOW",0.016,"1fnoA0","c.56.5.4"
"Rv3155","GUESS",0.14,"1jztA0","c.104.1.1"
"Rv3156","MEDIUM",0.001,"1pymA0","c.1.12.7"
"Rv3157","MEDIUM",0.003,"1dqyA0","c.69.1.3"
"Rv3158","LOW",0.027,"1gdhA1","NULL"
"Rv3159c","CERT",7E-05,"1ge8A0","d.131.1.2"
"Rv3160c","CERT",4E-08,"2tct00","a.4.1.9"
"Rv3161c","CERT",4E-05,"1fqtA0","b.33.1.1"
"Rv3162c","LOW",0.019,"1ivhA1","NULL"
"Rv3163c","HIGH",0.0002,"1qpzA0","NULL"
"Rv3164c","CERT",1E-08,"1g8pA0","c.37.1.20"
"Rv3165c","MEDIUM",0.007,"1qsmA0","d.108.1.1"
"Rv3166c","HIGH",0.0004,"1lucA0","c.1.16.1"
"Rv3167c","CERT",2E-05,"1jusE0","a.4.1.9"
"Rv3168","MEDIUM",0.001,"1ush02","NULL"
"Rv3169","LOW",0.029,"1glcG0","c.55.1.4"
"Rv3170","CERT",2E-08,"1gosA0","c.3.1.2"
"Rv3171c","CERT",2E-09,"1bn6A0","c.69.1.8"
"Rv3172c","LOW",0.098,"1jsxA0","c.66.1.20"
"Rv3173c","CERT",1E-06,"2tct00","a.4.1.9"
"Rv3174","CERT",3E-08,"1cydA0","c.2.1.2"
"Rv3175","MEDIUM",0.007,"1dxy02","NULL"
"Rv3176c","CERT",6E-08,"1c4xA0","c.69.1.10"
"Rv3177","CERT",6E-09,"1c4xA0","c.69.1.10"
"Rv3178","MEDIUM",0.002,"1a1vA1","NULL"
"Rv3179","CERT",2E-05,"1in4A2","NULL"
"Rv3180c","LOW",0.025,"1pvdA2","NULL"
"Rv3181c","LOW",0.066,"1a0i00","b.40.4.6"
"Rv3182","LOW",0.024,"1qtrA0","c.69.1.7"
"Rv3183","LOW",0.02,"2tct01","NULL"
"Rv3184","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv3185","CERT",7E-05,"1cxqA0","NULL"
"Rv3186","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv3187","CERT",7E-05,"1cxqA0","NULL"
"Rv3188","LOW",0.041,"1c3qA0","c.72.1.2"
"Rv3189","HIGH",0.0006,"1e32A2","NULL"
"Rv3190c","MEDIUM",0.008,"1qsaA0","a.118.5.1"
"Rv3191c","MEDIUM",0.009,"1a75A0","a.39.1.4"
"Rv3192","CERT",4E-05,"1lucA0","c.1.16.1"
"Rv3193c","MEDIUM",0.006,"1ii5A0","c.94.1.1"
"Rv3194c","MEDIUM",0.003,"1gdhA0","c.2.1.4"
"Rv3195","MEDIUM",0.002,"1iqpA2","NULL"
"Rv3196","HIGH",0.0004,"1c1dA1","NULL"
"Rv3197","MEDIUM",0.008,"1do0A0","c.37.1.20"
"Rv3198c","CERT",8E-05,"1fpqA0","a.4.5.29"
"Rv3199c","CERT",3E-05,"1f3yA0","d.113.1.1"
"Rv3200c","CERT",4E-06,"1a5300","c.1.2.4"
"Rv3201c","HIGH",0.0003,"1bj4A0","c.67.1.4"
"Rv3202c","CERT",9E-05,"1a04A0","a.4.6.2"
"Rv3203","CERT",1E-07,"1bn6A0","c.69.1.8"
"Rv3204","MEDIUM",0.002,"1mgtA0","a.4.2.1"
"Rv3205c","MEDIUM",0.003,"1c4xA0","c.69.1.10"
"Rv3206c","CERT",3E-06,"1jwbB0","c.111.1.1"
"Rv3207c","LOW",0.02,"2sli00","b.29.1.9"
"Rv3208","CERT",2E-06,"2tct00","a.4.1.9"
"Rv3209","MEDIUM",0.007,"1fsz02","NULL"
"Rv3210c","CERT",6E-05,"1dpsA0","a.25.1.1"
"Rv3211","CERT",1E-07,"1d2mA0","c.37.1.19"
"Rv3212","LOW",0.051,"1qf6A2","NULL"
"Rv3213c","CERT",6E-08,"1byi00","c.37.1.10"
"Rv3214","CERT",2E-08,"1bif02","NULL"
"Rv3215","CERT",9E-10,"1qdlA0","d.161.1.1"
"Rv3216","CERT",6E-05,"1qsmA0","d.108.1.1"
"Rv3217c","LOW",0.074,"1ga1A0","c.41.1.2"
"Rv3218","MEDIUM",0.004,"1gpeA1","NULL"
"Rv3219","GUESS",0.41,"1cztA0","b.18.1.2"
"Rv3220c","CERT",9E-08,"1gkxA0","a.29.5.1"
"Rv3221c","MEDIUM",0.003,"1ghj00","b.84.1.1"
"Rv3222c","GUESS",0.138,"1a0tP0","f.4.3.2"
"Rv3223c","MEDIUM",0.003,"1a04A1","NULL"
"Rv3224","CERT",1E-08,"1cydA0","c.2.1.2"
"Rv3225c","CERT",5E-05,"1qsmA0","d.108.1.1"
"Rv3226c","LOW",0.06,"1ecpA0","c.56.2.1"
"Rv3227","MEDIUM",0.002,"1c0nA0","c.67.1.3"
"Rv3228","MEDIUM",0.001,"1ubpC0","b.92.1.1"
"Rv3229","LOW",0.037,"1e25A0","e.3.1.1"
"Rv3230c","CERT",9E-09,"2pia00","b.43.4.2"
"Rv3231c","MEDIUM",0.003,"1e0tA2","NULL"
"Rv3232c","CERT",6E-05,"1qf9A0","c.37.1.1"
"Rv3233c","LOW",0.013,"3bct00","a.118.1.1"
"Rv3234c","MEDIUM",0.005,"1a4iA2","NULL"
"Rv3235","LOW",0.018,"1ebmA0","a.96.1.3"
"Rv3236c","CERT",5E-05,"1a4mA0","c.1.9.1"
"Rv3237c","CERT",0.0001,"2pgd02","NULL"
"Rv3238c","MEDIUM",0.006,"1jusE0","a.4.1.9"
"Rv3239c","CERT",8E-07,"1cx4A0","b.82.3.2"
"Rv3240c","CERT",9E-08,"1d2mA0","c.37.1.19"
"Rv3241c","CERT",4E-05,"1imuA0","d.204.1.1"
"Rv3242c","CERT",4E-05,"1ecfA1","NULL"
"Rv3243c","LOW",0.043,"1al300","c.94.1.1"
"Rv3244c","LOW",0.015,"1bg600","a.100.1.5"
"Rv3245c","CERT",1E-07,"1gkxA0","a.29.5.1"
"Rv3246c","CERT",1E-07,"1a04A0","a.4.6.2"
"Rv3247c","CERT",3E-06,"1bif00","c.37.1.7"
"Rv3248c","CERT",1E-07,"1gdhA0","c.2.1.4"
"Rv3249c","CERT",7E-07,"2tct00","a.4.1.9"
"Rv3250c","GUESS",0.319,"1blu00","d.58.1.1"
"Rv3251c","GUESS",0.934,"1agjA0","b.47.1.1"
"Rv3252c","MEDIUM",0.003,"1gcoA0","c.2.1.2"
"Rv3253c","MEDIUM",0.006,"1fx8A0","f.19.1.1"
"Rv3254","CERT",2E-07,"1fohA0","c.3.1.2"
"Rv3255c","MEDIUM",0.003,"1dtyA0","c.67.1.4"
"Rv3256c","HIGH",0.0004,"1lucA0","c.1.16.1"
"Rv3257c","CERT",1E-08,"1k2yX0","c.84.1.1"
"Rv3258c","LOW",0.068,"1ivhA2","NULL"
"Rv3259","MEDIUM",0.009,"1jbwA1","NULL"
"Rv3260c","GUESS",0.17,"1f2tB0","c.37.1.12"
"Rv3261","HIGH",0.0001,"1j79A0","c.1.9.4"
"Rv3262","CERT",8E-07,"1bkjA0","d.90.1.1"
"Rv3263","HIGH",0.0001,"1dusA0","c.66.1.4"
"Rv3264c","CERT",2E-09,"1fwyA0","b.81.1.4"
"Rv3265c","CERT",1E-07,"1foaA0","c.68.1.10"
"Rv3266c","CERT",8E-09,"1xel00","c.2.1.2"
"Rv3267","MEDIUM",0.008,"1gox00","c.1.4.1"
"Rv3268","HIGH",0.0003,"1amuA0","e.23.1.1"
"Rv3269","LOW",0.013,"1ubpA0","d.8.1.1"
"Rv3270","CERT",1E-06,"1f5sA0","c.108.1.4"
"Rv3271c","MEDIUM",0.005,"1ivhA2","NULL"
"Rv3272","MEDIUM",0.004,"1qsaA0","a.118.5.1"
"Rv3273","LOW",0.012,"1j90A0","c.37.1.1"
"Rv3274c","CERT",6E-09,"1ivhA2","NULL"
"Rv3275c","CERT",4E-08,"1qczA0","c.23.8.1"
"Rv3276c","CERT",6E-10,"1bncA0","b.84.2.1"
"Rv3277","MEDIUM",0.008,"1bmdA0","c.2.1.5"
"Rv3278c","MEDIUM",0.006,"1gewA0","c.67.1.1"
"Rv3279c","CERT",5E-08,"1bia00","a.4.5.1"
"Rv3280","HIGH",0.0002,"1gewA0","c.67.1.1"
"Rv3281","LOW",0.018,"1qqp30","NULL"
"Rv3282","HIGH",0.0005,"1fr9A0","c.68.1.8"
"Rv3283","CERT",2E-08,"1e0cA0","c.46.1.2"
"Rv3284","MEDIUM",0.003,"2pia00","b.43.4.2"
"Rv3285","CERT",8E-10,"1bncA0","b.84.2.1"
"Rv3286c","MEDIUM",0.003,"1a04A0","a.4.6.2"
"Rv3287c","LOW",0.028,"1qpoA2","NULL"
"Rv3288c","LOW",0.037,"1qf9A0","c.37.1.1"
"Rv3289c","LOW",0.089,"1c5200","a.3.1.1"
"Rv3290c","CERT",8E-10,"1dtyA0","c.67.1.4"
"Rv3291c","HIGH",0.0003,"1bia00","a.4.5.1"
"Rv3292","HIGH",0.0001,"1ubpC0","b.92.1.1"
"Rv3293","HIGH",0.0006,"1ajsA0","c.67.1.1"
"Rv3294c","GUESS",0.194,"1gpeA0","c.3.1.2"
"Rv3295","CERT",2E-06,"1jusE0","a.4.1.9"
"Rv3296","CERT",2E-07,"1c4oA1","NULL"
"Rv3297","CERT",5E-09,"1ee8A0","a.156.1.2"
"Rv3298c","CERT",2E-06,"1gkkA0","c.69.1.2"
"Rv3299c","CERT",3E-08,"1fsu00","c.76.1.2"
"Rv3300c","HIGH",0.0005,"1ft9A0","a.4.5.4"
"Rv3301c","HIGH",0.0003,"1bi000","a.4.5.24"
"Rv3302c","CERT",5E-07,"1e39A2","NULL"
"Rv3303c","CERT",5E-10,"1lvl00","c.3.1.5"
"Rv3304","LOW",0.02,"1c5cH2","NULL"
"Rv3305c","CERT",1E-07,"1fnoA0","c.56.5.4"
"Rv3306c","CERT",4E-08,"1fnoA0","c.56.5.4"
"Rv3307","CERT",2E-08,"1ecpA0","c.56.2.1"
"Rv3308","CERT",1E-08,"1k2yX0","c.84.1.1"
"Rv3309c","CERT",1E-07,"1qb7A0","c.61.1.1"
"Rv3310","GUESS",0.104,"1f2nA0","b.121.4.7"
"Rv3311","MEDIUM",0.002,"1bg601","NULL"
"Rv3312c","CERT",5E-09,"1qtrA0","c.69.1.7"
"Rv3313c","CERT",2E-09,"1a4mA0","c.1.9.1"
"Rv3314c","CERT",1E-05,"2tpt03","NULL"
"Rv3315c","CERT",7E-07,"1jtkA0","c.97.1.1"
"Rv3316","LOW",0.011,"1c1dA1","NULL"
"Rv3317","GUESS",0.146,"1uok00","b.71.1.1"
"Rv3318","CERT",2E-08,"1fumA2","NULL"
"Rv3319","CERT",9E-06,"1fumB1","NULL"
"Rv3320c","LOW",0.055,"1bo4A0","d.108.1.1"
"Rv3321c","LOW",0.057,"3crd00","a.77.1.3"
"Rv3322c","CERT",2E-06,"1dusA0","c.66.1.4"
"Rv3323c","CERT",3E-07,"1fmaE0","d.41.5.1"
"Rv3324c","LOW",0.016,"1a4iA0","c.2.1.7"
"Rv3325","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv3326","CERT",7E-05,"1cxqA0","NULL"
"Rv3327","MEDIUM",0.003,"1e2xA0","a.4.5.6"
"Rv3328c","CERT",2E-05,"1dtyA0","c.67.1.4"
"Rv3329","CERT",1E-09,"1dtyA0","c.67.1.4"
"Rv3330","CERT",7E-08,"1e25A0","e.3.1.1"
"Rv3331","CERT",4E-07,"1ja5A0","None"
"Rv3332","CERT",9E-09,"1ubpC0","b.92.1.1"
"Rv3333c","HIGH",0.0004,"1a4mA0","c.1.9.1"
"Rv3334","HIGH",0.0004,"1jbgA0","a.6.1.3"
"Rv3335c","MEDIUM",0.007,"2tct00","a.4.1.9"
"Rv3336c","CERT",1E-09,"1d2rB0","c.26.1.1"
"Rv3337","MEDIUM",0.003,"1qtrA0","c.69.1.7"
"Rv3338","CERT",5E-07,"1c4xA0","c.69.1.10"
"Rv3339c","CERT",6E-09,"1iso00","c.77.1.1"
"Rv3340","CERT",2E-08,"1dtyA0","c.67.1.4"
"Rv3341","CERT",7E-08,"1bn6A0","c.69.1.8"
"Rv3342","CERT",6E-06,"1dusA0","c.66.1.4"
"Rv3343c","CERT",1E-05,"1bmv20","b.121.4.2"
"Rv3344c","HIGH",0.0001,"1qcxA0","b.80.1.2"
"Rv3345c","CERT",7E-07,"1io1A0","e.32.1.1"
"Rv3346c","LOW",0.04,"1volA2","NULL"
"Rv3347c","HIGH",0.0002,"1bp100","d.83.1.1"
"Rv3348","LOW",0.021,"1qb7A0","c.61.1.1"
"Rv3349c","LOW",0.048,"1cy5A0","a.77.1.3"
"Rv3350c","CERT",8E-06,"1a6cA0","b.121.4.2"
"Rv3351c","MEDIUM",0.004,"1qhfA0","c.60.1.1"
"Rv3352c","MEDIUM",0.001,"1uxy01","NULL"
"Rv3353c","GUESS",0.166,"1bfd03","NULL"
"Rv3354","LOW",0.012,"1bo4A0","d.108.1.1"
"Rv3355c","LOW",0.033,"2rslA0","c.53.1.1"
"Rv3356c","CERT",8E-10,"1a4iA0","c.2.1.7"
"Rv3357","LOW",0.042,"1bywA0","d.110.3.6"
"Rv3358","GUESS",0.186,"1bj4A0","c.67.1.4"
"Rv3359","CERT",3E-09,"2tmdA0","c.1.4.1"
"Rv3360","MEDIUM",0.003,"1qu5A0","b.26.1.2"
"Rv3361c","LOW",0.049,"1gg4A3","NULL"
"Rv3362c","CERT",8E-06,"1f60A3","NULL"
"Rv3363c","MEDIUM",0.008,"1qbjA0","a.4.5.19"
"Rv3364c","MEDIUM",0.002,"1qspA0","a.24.10.2"
"Rv3365c","CERT",5E-07,"1gkxA0","a.29.5.1"
"Rv3366","MEDIUM",0.003,"1bfd02","NULL"
"Rv3367","HIGH",0.0009,"1io1A0","e.32.1.1"
"Rv3368c","CERT",6E-07,"1vfrA0","d.90.1.1"
"Rv3369","LOW",0.012,"3chbD0","b.40.2.1"
"Rv3370c","CERT",4E-05,"1c4xA0","c.69.1.10"
"Rv3371","MEDIUM",0.002,"1bfd03","NULL"
"Rv3372","CERT",4E-05,"1qq5A0","c.108.1.1"
"Rv3373","CERT",7E-08,"1ef8A0","c.14.1.3"
"Rv3374","LOW",0.05,"2hlpA1","NULL"
"Rv3375","MEDIUM",0.007,"1xjo00","c.56.5.4"
"Rv3376","CERT",3E-07,"1qq5A0","c.108.1.1"
"Rv3377c","CERT",3E-08,"2sqcA0","a.102.4.2"
"Rv3378c","MEDIUM",0.002,"1uteA0","d.159.1.1"
"Rv3379c","CERT",3E-08,"1qs0B0","c.36.1.7"
"Rv3380c","CERT",7E-05,"1cxqA0","NULL"
"Rv3381c","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv3382c","LOW",0.019,"1al300","c.94.1.1"
"Rv3383c","CERT",8E-09,"1uby00","a.128.1.1"
"Rv3384c","MEDIUM",0.006,"1fwrA0","c.1.10.1"
"Rv3385c","GUESS",0.111,"1f5mB0","d.110.2.1"
"Rv3386","LOW",0.054,"1fx7A3","NULL"
"Rv3387","LOW",0.022,"1fnoA0","c.56.5.4"
"Rv3388","CERT",4E-06,"1io1A0","e.32.1.1"
"Rv3389c","HIGH",0.0009,"1lucA0","c.1.16.1"
"Rv3390","CERT",2E-07,"1bif02","NULL"
"Rv3391","CERT",6E-08,"1cydA0","c.2.1.2"
"Rv3392c","CERT",1E-06,"1dusA0","c.66.1.4"
"Rv3393","CERT",6E-10,"2masA0","c.70.1.1"
"Rv3394c","CERT",1E-05,"1im4A0","e.8.1.7"
"Rv3395c","MEDIUM",0.006,"1gdhA1","NULL"
"Rv3396c","CERT",4E-10,"1gpmA0","c.23.16.1"
"Rv3397c","CERT",2E-05,"1ps1A0","a.128.1.4"
"Rv3398c","CERT",9E-08,"1uby00","a.128.1.1"
"Rv3399","HIGH",0.0004,"1iirA0","c.87.1.5"
"Rv3400","CERT",6E-06,"1f5sA0","c.108.1.4"
"Rv3401","MEDIUM",0.005,"1qqeA0","a.118.8.1"
"Rv3402c","CERT",7E-09,"1d2fA0","c.67.1.3"
"Rv3403c","MEDIUM",0.001,"1iqpA2","NULL"
"Rv3404c","CERT",3E-08,"1fmtA0","b.46.1.1"
"Rv3405c","CERT",4E-06,"2tct00","a.4.1.9"
"Rv3406","CERT",2E-06,"1drtA0","b.82.2.2"
"Rv3407","LOW",0.01,"1volA2","NULL"
"Rv3408","MEDIUM",0.008,"1gdhA2","NULL"
"Rv3409c","CERT",4E-07,"1gpeA1","NULL"
"Rv3410c","CERT",5E-09,"1d3gA0","c.1.4.1"
"Rv3411c","CERT",5E-08,"1ak500","c.1.5.1"
"Rv3412","MEDIUM",0.008,"1mgtA0","a.4.2.1"
"Rv3413c","MEDIUM",0.003,"1c1gB0","NULL"
"Rv3414c","CERT",0.0001,"1a04A0","a.4.6.2"
"Rv3415c","LOW",0.012,"1mun00","a.96.1.2"
"Rv3416","LOW",0.021,"1lucA0","c.1.16.1"
"Rv3417c","CERT",1E-09,"1a6dA0","a.129.1.2"
"Rv3418c","LOW",0.045,"1iyu00","b.84.1.1"
"Rv3419c","HIGH",0.0005,"1qflA1","NULL"
"Rv3420c","CERT",5E-07,"1qsmA0","d.108.1.1"
"Rv3421c","CERT",7E-05,"1gg4A1","NULL"
"Rv3422c","HIGH",0.0006,"1fnnA2","NULL"
"Rv3423c","CERT",5E-09,"7odcA0","b.49.2.3"
"Rv3424c","GUESS",0.163,"2xat00","b.81.1.3"
"Rv3425c","MEDIUM",0.01,"1fwkA0","d.14.1.5"
"Rv3426","GUESS",0.328,"1jeiA0","NULL"
"Rv3427c","HIGH",0.0001,"1a5t00","a.80.1.1"
"Rv3428c","LOW",0.047,"1jb9A1","NULL"
"Rv3429","MEDIUM",0.003,"1vdc00","c.3.1.5"
"Rv3430c","CERT",3E-05,"1cxqA0","NULL"
"Rv3431c","MEDIUM",0.001,"1jusE0","a.4.1.9"
"Rv3432c","CERT",5E-09,"1c0nA0","c.67.1.3"
"Rv3433c","CERT",4E-08,"1c3qA0","c.72.1.2"
"Rv3434c","MEDIUM",0.002,"1al300","c.94.1.1"
"Rv3435c","MEDIUM",0.006,"1dssG0","NULL"
"Rv3436c","CERT",2E-09,"1moq00","c.80.1.1"
"Rv3437","GUESS",0.106,"1qg3A0","b.1.2.1"
"Rv3438","CERT",3E-06,"1qfmA2","NULL"
"Rv3439c","MEDIUM",0.002,"1bgvA1","NULL"
"Rv3440c","LOW",0.014,"1fpxA0","a.4.5.29"
"Rv3441c","CERT",1E-08,"1k2yX0","c.84.1.1"
"Rv3442c","GUESS",0.136,"1qgwA0","d.184.1.1"
"Rv3443c","GUESS",0.123,"1gmeD0","b.15.1.1"
"Rv3444c","GUESS",0.173,"1ivhA2","NULL"
"Rv3445c","MEDIUM",0.01,"1jeqB0","b.131.1.2"
"Rv3446c","LOW",0.016,"2tct00","a.4.1.9"
"Rv3447c","CERT",6E-05,"1mucA0","c.1.11.2"
"Rv3448","MEDIUM",0.005,"1lvl00","c.3.1.5"
"Rv3449","CERT",9E-09,"1gci00","c.41.1.1"
"Rv3450c","LOW",0.022,"1lucA0","c.1.16.1"
"Rv3451","LOW",0.069,"2uagA1","NULL"
"Rv3452","LOW",0.032,"1c4xA0","c.69.1.10"
"Rv3453","LOW",0.021,"1volA1","NULL"
"Rv3454","CERT",4E-05,"1bj4A0","c.67.1.4"
"Rv3455c","MEDIUM",0.008,"2tct00","a.4.1.9"
"Rv3456c","CERT",1E-05,"1gd8A0","d.188.1.1"
"Rv3457c","LOW",0.037,"1am200","b.86.1.2"
"Rv3458c","CERT",2E-06,"1c05A0","d.66.1.2"
"Rv3459c","LOW",0.011,"1ilyA0","c.55.4.1"
"Rv3460c","LOW",0.069,"1dt4A0","d.51.1.1"
"Rv3461c","GUESS",0.344,"1a1tA0","g.40.1.1"
"Rv3462c","HIGH",0.0004,"1ah900","b.40.4.5"
"Rv3463","CERT",4E-08,"1ezwA0","c.1.16.3"
"Rv3464","CERT",7E-09,"1xel00","c.2.1.2"
"Rv3465","CERT",5E-08,"1dzrA0","b.82.1.1"
"Rv3466","GUESS",0.271,"1f15B0","b.121.4.5"
"Rv3467","GUESS",0.138,"1bhu00","b.11.1.3"
"Rv3468c","CERT",2E-08,"1qrrA0","c.2.1.2"
"Rv3469c","CERT",6E-06,"1gox00","c.1.4.1"
"Rv3470c","CERT",4E-10,"1bfd00","c.31.1.3"
"Rv3471c","MEDIUM",0.005,"1cx4A0","b.82.3.2"
"Rv3472","LOW",0.017,"1qgwC0","a.1.1.3"
"Rv3473c","CERT",2E-08,"1bn6A0","c.69.1.8"
"Rv3474","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv3475","CERT",7E-05,"1cxqA0","NULL"
"Rv3476c","CERT",7E-07,"1ja5A0","None"
"Rv3477","LOW",0.011,"1qauA0","b.36.1.1"
"Rv3478","MEDIUM",0.006,"1bi5A1","NULL"
"Rv3479","LOW",0.042,"2tct00","a.4.1.9"
"Rv3480c","GUESS",0.137,"1wfbA0","j.21.1.1"
"Rv3481c","MEDIUM",0.001,"1al300","c.94.1.1"
"Rv3482c","GUESS",0.136,"2mnr01","NULL"
"Rv3483c","LOW",0.03,"1gkkA0","c.69.1.2"
"Rv3484","MEDIUM",0.009,"1cx4A0","b.82.3.2"
"Rv3485c","CERT",9E-09,"1cydA0","c.2.1.2"
"Rv3486","MEDIUM",0.006,"1drmA0","d.110.3.2"
"Rv3487c","CERT",4E-08,"1qfmA2","NULL"
"Rv3488","MEDIUM",0.002,"1e2xA0","a.4.5.6"
"Rv3489","GUESS",0.315,"1iq3A0","NULL"
"Rv3490","CERT",5E-07,"1c3jA0","c.87.1.1"
"Rv3491","LOW",0.035,"1f2nA0","b.121.4.7"
